	Unnamed: 0	id	qid1	qid2	question1	question2	is_duplicate	prediction_match
5995	269735	269735	232201	5895	Can you still get pregnant one day before menstruation?	Can u get pregnant the day after your period ends?	1	3
6005	270541	270541	388459	388460	What is the chemical formula of pyroligneous acid?	What is the chemical formula for sulfuric acid?	0	1
6013	270710	270710	201470	388654	How does castration affect the male body?	How does chemical castration affect longevity?	0	3
6017	270931	270931	388907	388908	Where can I get best technology and experience in Sydney for photo booth services?	Where can I get best digital technology on photo booth hire services in Sydney?	0	2
6021	271056	271056	389062	389063	Can all stimulants cause mania?	Can stimulants cause mania?	1	3
6023	271095	271095	34436	389117	Does juice make you gain weight?	Can honey make you gain weight?	0	3
6024	271108	271108	389133	389134	Is Robert Downey Jr. a jerk in real life?	Who is Robert Downey Jr in real life?	0	1
6038	271779	271779	389927	389928	Can another condition be misdiagnosed as Restless Leg Syndrome?	What is restless leg syndrome?	0	3
6057	272634	272634	390940	390941	Indian Cuisine and Food: Where can one taste the best biriyani in Chennai?	Which Indian state has the best food taste wise and a variety that is light on the stomach?	0	2
6091	274149	274149	392725	392726	What STD'S cause paralysis?	What stds cause paralysis?	1	1
6096	274206	274206	392797	392798	Fresher How much salary does a graphic designer in India get?	How much salary does a graphic designer in India get?	0	1
6108	274855	274855	393533	84054	When does the Nile River flood?	Where is the Nile river?	0	3
6114	275109	275109	172693	393843	Can you see psyllium husk in your stool?	Can you hear tones more than colors you see in your eyes?	0	3
6122	275394	275394	5895	26881	Can u get pregnant the day after your period ends?	Can you get pregnant 16 days after your period?	1	3
6123	275509	275509	394339	394340	Can a lump form because of anxiety of cancer?	Can anxiety cause cancer?	0	3
6124	275522	275522	14537	148174	What is a suitable inpatient drug and alcohol rehab center near Morgan County IL?	What is a suitable inpatient drug and alcohol rehab center near Mercer County IL?	0	2
6126	275645	275645	308314	335280	Which is a good inpatient drug and alcohol rehab center near Baker County GA?	Which is a good inpatient drug and alcohol rehab center near Warren County GA?	0	2
6127	275805	275805	394657	394658	Which is the best alloy wheel for car?	What is the best alloy wheel for a car?	1	3
6132	276069	276069	158022	394960	Is there a best study method?	What are the best study methods for a graduate student?	0	1
6133	276086	276086	394984	394985	Which is a suitable inpatient drug and alcohol rehab center near Cross County AR?	Which is a suitable inpatient drug and alcohol rehab center near Boone County AR?	0	2
6145	276843	276843	229295	395831	How many calories do you burn cycling?	How many calories do you burn from cycling?	1	3
6153	277082	277082	396113	28671	What is the normal distribution curve?	What is a normal distribution curve? And How is it derived?	1	3
6165	277732	277732	396895	130986	Which is a good inpatient drug and alcohol rehab center near Turner County GA?	Which is a good inpatient drug and alcohol rehab center near Lee County GA?	0	2
6185	278542	278542	397836	326136	Where can I get best commercial asbestos removal and domestic asbestos removal services in Sydney?	Where can I get best asbestos remediation and demolition services in Sydney?	0	2
6187	278557	278557	382203	397856	Is there any growth in non technical associate?	Which graduate program is non technical?	0	2
6196	279238	279238	398638	398639	Can we live our life alone?	Can anybody live this life alone?	1	3
6206	279561	279561	364096	399011	Is there a dog breed that looks like a polar bear?	Can bears breed with dogs?	0	2
6209	279705	279705	399178	276014	Is there any difference between similar size cold and hot rolled aluminum sheet?	What is the weight difference between a similar size cold and hot rolled aluminum sheet?	1	2
6215	279956	279956	399458	217441	What is a suitable inpatient drug and alcohol rehab center near Cheyenne County CO?	Which is a suitable inpatient drug and alcohol rehab center near Lincoln County CO?	0	2
6218	280050	280050	329401	223353	Which is a good inpatient drug and alcohol rehab center in Sharp County AR?	Which is a good inpatient drug and alcohol rehab center in Lee County AR?	0	2
6222	280195	280195	17192	13398	How does anal sex feel compared to vaginal sex?	Do women like anal sex?	0	1
6231	280934	280934	11720	400624	What is hydrogen bonding?	What is hydrogen bond?	1	3
6238	281212	281212	400951	400952	Are wolves thick skinned?	Do wolves have thick skin like bears?	0	1
6244	281352	281352	401114	401115	How can you determine the balanced equation of ammonia?	How can I determine the complete, balanced equation for ammonia decomposition?	1	3
6245	281379	281379	192611	401145	Which is a suitable inpatient drug and alcohol rehab center in White County AR?	Which is a suitable inpatient drug and alcohol rehab center in Baxter County AR?	0	2
6251	281521	281521	297605	271634	How do I get rid of back acne?	Can I get rid of back acne?	1	3
6256	281767	281767	401575	378862	What is human body resistance?	What is the electrical resistance of human body?	0	3
6272	282412	282412	402344	108358	Can regular high intake of caffeine cause fatigue? About 3-4 cups/day.	Can caffeine make you sleepy?	0	3
6279	282625	282625	402593	402594	Is 18th century a dark age in Indian history?	Is it right to call 18th century a dark age in the Indian history?	1	2
6280	282629	282629	402601	402602	Which weight gain supplement is best: Endura Mass or Matrix Nutrition Mega Mass 4600? Which one do you trust?	Should I use a mass gainer to gain weight?	0	3
6281	282632	282632	402606	402607	How long human eye can remain functional after the death of person?	Can a human eye be replaced by a hawk eye?	0	3
6303	283468	283468	56131	69053	How long do you boil crab legs?	How do you boil frozen crab leg?	1	3
6311	283838	283838	403999	97291	What is the best book to learn body language?	What is the best book on body language?	1	3
6315	284036	284036	77110	25799	Does masturbation really reduce the sperm count?	Can frequent masturbation (once in a day) for several months lower the sperm count?	1	3
6320	284236	284236	390879	346003	How much does it cost to replace a bad car starter?	How much does a car starter cost?	0	3
6323	284361	284361	45858	174262	Can an introvert become an extrovert?	Can one be an extrovert but also an introvert?	0	3
6337	285194	285194	103412	196640	Can hamsters eat cheese?	Can hamsters eat grapes?	1	3
6345	285428	285428	405853	405854	What's a name for a new Indian restaurant?	What should I name my new Indian restaurant?	1	1
6357	285819	285819	43094	406299	Where can I get best patch and paint services in Sydney?	Where can I get best roof painting service in Sydney?	0	1
6371	286338	286338	91641	406908	What is the best sex position?	What's the best sex position after foreplay?	0	1
6373	286368	286368	40545	5558	Where can I get best assistance in Sydney for buying property?	Where can I get quality assistance in Sydney for any property transaction?	1	2
6382	286734	286734	6839	43807	Where can I get very professional painting service in North Sydney?	Where can I get specialist services in interior and exterior painting in North Sydney?	0	2
6389	287002	287002	407675	407676	Where can I buy activated charcoal powder in Delhi?	Where can I buy activated charcoal in Delhi?	1	2
6403	287546	287546	408343	408344	What effect does sleeping after morning walk have?	How can I sleep better without morning wood?	0	3
6407	287643	287643	199417	344722	How can I learn English well in a short time?	How can I learn English in a short time?	1	2
6414	287975	287975	175333	400624	What are hydrogen bonds?	What is hydrogen bond?	1	3
6423	288372	288372	57391	185246	How do I learn photographic memory?	How do you develop photographic memory?	1	3
6424	288419	288419	77536	409375	How fragile is the human brain?	Why is the human brain soft?	0	3
6437	288980	288980	410024	24831	Can I track my iPhone 6 without a SIM card?	Can someone track an iPhone without a SIM card?	0	1
6472	290505	290505	411800	375584	How much depth can radio waves penetrate in a wrinkled aluminium foil ball?	How much depth will radio waves penetrate in a wrinkled aluminium foil ball?	1	2
6475	290547	290547	78411	411842	Where can I watch Dragon Ball Super (English dubbed) on the TV?	Which TV channel shows Dragon ball GT and Dragon Ball super in English?	0	2
6479	290617	290617	43591	26881	Can you get pregnant the day before your period starts?	Can you get pregnant 16 days after your period?	1	3
6494	291149	291149	412527	412528	On average, how many chemical reactions happen in the body in one second?	On average how many chemical reactions happen in the body in one second?	1	2
6507	291467	291467	48977	17182	Where can I get professional DJ for School Discos in Sydney?	Where can I get best DJs for School Discos in Sydney?	1	2
6511	291856	291856	413355	413356	What are Sheldon Cooper's funniest jokes in The Big Bang Theory?	What is Dr. Sheldon Cooper's middle name in The Big Bang Theory?	0	1
6514	292068	292068	413599	413600	Can I die from an eye infection?	Can I die from MRSA?	0	3
6518	292135	292135	260231	413675	Can you work under pressure?	Can you work under pressure best answers?	1	3
6524	292488	292488	258460	14354	How can the Lewis Dot Structure of magnesium be determined?	How can you determine the Lewis dot structure for sulfur?	0	3
6539	293475	293475	164833	103903	Can I use evaporated milk instead of regular milk?	Can I substitute evaporated milk for regular milk? If so, how?	1	3
