	id	qid1	qid2	question1	question2	is_duplicate
246396	246396	359443	359444	Are there any conflict minerals present in floppy disks or floppy disk drives?	What is a floppy disk drive?	0
246463	246463	100283	326518	Is anal sex is safe?	Is anal sex safe?	1
246524	246524	85662	9246	How do I reduce belly and chest fat?	How can I reduce belly fat and overall weight?	1
246544	246544	226485	359613	How do I read a book in one day?	How do I read any book in one day?	1
246555	246555	359625	359626	Is manual testing dead?	Is manual testing still significant?	1
246600	246600	359672	359673	Are Apple products worth the price? Why?	Are Apple products worth buying?	1
246605	246605	299195	19364	What is the difference between real gas and ideal gas?	What is the difference between an ideal gas and a real gas?	1
247005	247005	278187	61524	What causes sociopathy and borderline personality disorders?	What causes borderline personality disorder?	0
247030	247030	360177	360178	Who in history was first to understand tidal forces were driven by the Moon?	What is the relation of the gravitational force of the Earth, the Sun and the Moon with tidal waves?	0
247034	247034	360183	360184	How painful is kidney stone?	How painful are kidney stones?	1
247098	247098	360262	335717	What is the difference between Flash and Flash Gordon?	Is there any relation between The Flash and The Prison Break? Why are there so many characters in lead roles in The Flash?	0
247109	247109	360276	360277	What is half wave plate?	What is a half wave plate?	1
247132	247132	224855	360302	What are some good Indian Web Series to watch?	What are some of the best Indian web series?	1
247235	247235	360426	360427	How is the weight of a human eye determined?	Describe the ribosomal RNA and ribosomes & tRNA?	0
247244	247244	9089	16558	What are the best websites to learn SAP HANA?	What is the best site to learn sap hana?	1
247288	247288	360490	360491	Can I shift to indian express from the hindu?	By how much will sea levels rise if only the North Pole ice completely melted?	0
247328	247328	360538	360539	Who is the best director of Indian film industry?	Who is the best movie director in Indian cinema?	0
247339	247339	360557	360558	Which car model most often has vanity license plates?	Does Illinois require that a car have a front license plate as well as the back one?	0
247608	247608	360862	360863	Who invented binary?	Who really invented the binary system?	1
247678	247678	360956	360957	How have geographical factors shaped Indian history?	Where can I learn geographic history?	0
247742	247742	361029	4848	Do irregular menstrual periods or age affect female fertility?	Do irregular menstrual periods affect female fertility?	1
247777	247777	194184	269644	How do you make duck sauce?	How can you make duck sauce?	1
247796	247796	361087	361088	Are there any black Chinese?	Are Chinese men macho?	0
247828	247828	361127	361128	What is the difference between wave and wave motion?	What is difference in wave and wave motion?	1
247837	247837	137400	361135	How electromagnetic induction work?	What is electromagnetic induction?	0
247915	247915	361239	361240	How do I get straight hairs?	How do I get straight hair?	1
247923	247923	361252	361253	Can anyone patent a business idea?	Can I patent a business model in India?	1
248013	248013	361352	361353	How much does the average cost to treat lung cancer?	How much does it cost to treat lung cancer?	1
248121	248121	55156	361476	How large is 100 square feet?	How do you calculate linear feet to square feet?	0
248140	248140	361500	361501	How can a bladder infection cause a miscarriage?	Can a bladder infection cause a miscarriage?	1
248159	248159	229033	185827	Who invented boat?	Who invented the bicycle?	0
248318	248318	361719	361720	In simple harmonic motion, when displacement is maximum?	How can I calculate the maximum displacement of a simple harmonic motion?	1
248330	248330	361733	361734	How do quantum mechanics and general relativity conflict?	Why are Quantum Mechanics and General Relativity incompatible?	0
248443	248443	350278	361869	Can Xanax lower blood pressure? Why or why not?	Why does Xanax lower my blood pressure?	1
248485	248485	46566	135708	How can a skinny guy with a fast metabolism gain weight?	How can a skinny guy gain weight and develop a fit body?	1
248506	248506	361949	361950	What does radical mean?	What does radical mean in chemistry?	0
248511	248511	361954	361955	Can you have low blood sugar without being diabetic?	What can low blood sugar do to your body?	0
248521	248521	361965	361966	Will blood sugar level fall rapidly after hepatectomy?	Does blood sugar level fall rapidly after hepatectomy?	1
248533	248533	361977	361978	What came first in science, social science or natural science?	What came first in science was it social science or natural science?	1
248534	248534	361979	361980	Are many students employed full time during law school?	How do I score an internship at a big law firm during my time at law school?	0
248545	248545	361997	361998	Can I pursue an MA in clinical psychology degree from any Canadian University without a psychology major?	Can I be a clinical psychologist without a psychology major?	0
248582	248582	362042	362043	What is specific fuel consumption?	What would be the best solution for finding out the exact fuel consumption rate in vehicles?	0
248649	248649	362113	311577	Where are Che Guevara's children?	Who was Che Guevara?	0
248654	248654	362119	362120	How does an ERP system work on a library?	How does an ERP system work?	0
248704	248704	362174	362175	Where can I get best quality Pest Control service in Nepean?	Where can I get best Pest Control service on Nepean?	1
248775	248775	362262	177531	Is there an answer book to the Data Structures and Algorithm Analysis in C++ by Mark Allen Weiss in his fourth edition?	Is there an answer book to the Data Structures and Algorithm Analysis in C by Mark Allen Weiss?	0
248812	248812	197003	362309	What color does blue and red make?	If yellow, blue and red are the primary colors, how do you make the color red?	0
248823	248823	362319	102274	Is it true that male pattern baldness is more painful than childbirth?	Why hasn't evolution gradually reduced the pain and mortality during human childbirth?	0
248828	248828	232397	362325	What is best colour combination with dark green?	What is best colour combination with purple for walls?	0
248886	248886	362383	237120	How does blood uric acid can be reduced?	How do I reduce uric acid levels in my body?	1
248953	248953	30949	9431	What is the best treatment for hair loss?	What's the best treatment for hair loss?	1
249011	249011	297372	362551	Can I increase my basal metabolic rate?	What is the basal metabolic rate?	0
249076	249076	362624	362625	What tools are the best in mobile application development?	What are the best mobile application development tools?	1
249087	249087	56852	362633	Can you drink green tea before sleeping?	Why should I drink green tea?	0
249169	249169	362733	362734	What is the best free screen recording software?	Which is the best free screen recording software.?	1
249272	249272	5742	20431	How possible is it to get pregnant one day after my 3 day period?	Can I get pregnant a week after my cycle?	1
249365	249365	58000	362992	How is cyclohexane soluble in water?	Is toluene soluble in water?	0
249410	249410	363042	363043	Where can I get professional and efficient pest services in Inner west?	Where can I get very safe and reliable pest services in Inner west?	0
249463	249463	363111	363112	Why is social media bad?	Is social media a bad thing?	0
